hostname,ip_address,status,response_time,last_tested_at,description,pendencies,failure_reason
tr069-mongo-prd01,172.20.10.20,connected,205,2025-09-10 08:38:09,Conectividade OK via bastion,,
tr069-mongo-prd02,172.20.10.21,connected,99,2025-09-10 16:00:09,Conectividade OK via bastion,,
tr069-mongo-prd03,172.20.10.22,connected,249,2025-09-10 12:15:09,Conectividade OK via bastion,,
tr069-logs-prd01,172.20.10.24,connected,283,2025-09-10 14:09:09,Conectividade OK via bastion,,
npp-postgresql-2,172.20.12.11,connected,346,2025-09-10 14:42:09,Conectividade OK via bastion,,
npp-cassandra-1,172.20.12.56,connected,245,2025-09-10 11:54:09,Conectividade OK via bastion,,
npp-cassandra-2,172.20.12.57,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
npp-cassandra-3,172.20.12.58,connected,307,2025-09-10 12:56:09,Conectividade OK via bastion,,
npp-cassandra-4,172.20.12.59,failed,0,2025-09-10 13:07:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
npp-cassandra-6,172.20.12.61,connected,372,2025-09-10 13:11:09,Conectividade OK via bastion,,
npp-cassandra-7,172.20.12.62,connected,245,2025-09-10 17:30:09,Conectividade OK via bastion,,
npp-cassandra-8,172.20.12.63,connected,138,2025-09-10 12:14:09,Conectividade OK via bastion,,
npp-postgresql-1,172.20.12.64,connected,162,2025-09-10 14:18:09,Conectividade OK via bastion,,
id-tncm-ps-hom01,172.20.14.140,connected,179,2025-09-10 16:49:09,Conectividade OK via bastion,,
id-tncm-cs-hom01,172.20.14.141,failed,0,2025-09-10 15:37:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
id-tncm-ws-hom01,172.20.14.142,failed,0,2025-09-09 22:00:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
id-tncm-ws-hom02,172.20.14.143,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
nc-eventanalitics-webgui-hml01,172.20.14.144,connected,83,2025-09-10 13:27:09,Conectividade OK via bastion,,
id-portal-hom01_,172.20.14.145,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
id-nodered-hom01,172.20.14.146,failed,0,2025-09-09 22:25:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
id-itnm-hom05,172.20.14.160,connected,192,2025-09-10 10:19:09,Conectividade OK via bastion,,
id-itnm-hom06,172.20.14.161,connected,170,2025-09-10 07:36:09,Conectividade OK via bastion,,
id-itnm-hom07,172.20.14.162,failed,0,2025-09-09 22:49:09,Falha desconhecida,Executar diagnóstico manual,unknown
id-itnm-hom08,172.20.14.163,failed,0,2025-09-09 23:22:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
id-itnm-hom09,172.20.14.164,failed,0,2025-09-10 15:07:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
id-itnm-hom10,172.20.14.166,connected,123,2025-09-10 15:31:09,Conectividade OK via bastion,,
node-red-hom01,172.20.14.167,connected,205,2025-09-10 08:27:09,Conectividade OK via bastion,,
nc-itnm-hml02,172.20.14.175,connected,296,2025-09-10 12:29:09,Conectividade OK via bastion,,
nc-itnm-hml01,172.20.14.176,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
nc-apm-hml02,172.20.14.177,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
nc-dashboards-hml02,172.20.14.179,connected,235,2025-09-10 19:12:09,Conectividade OK via bastion,,
nc-impact-hml02,172.20.14.181,failed,0,2025-09-10 03:03:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
nc-impact-hml01,172.20.14.182,failed,0,2025-09-10 00:02:09,Timeout na conexão,Verificar latência e ACLs,timeout
nc-probes-hml02,172.20.14.183,failed,0,2025-09-09 21:59:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
nc-probes-hml01,172.20.14.184,connected,363,2025-09-10 07:27:09,Conectividade OK via bastion,,
nc-colb1-hml01,172.20.14.185,connected,313,2025-09-10 18:53:09,Conectividade OK via bastion,,
nc-colp1-hml02,172.20.14.186,connected,293,2025-09-10 15:57:09,Conectividade OK via bastion,,
nc-aggb1-hml01,172.20.14.187,failed,0,2025-09-09 22:07:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
nc-aggp1-hml01,172.20.14.188,connected,163,2025-09-10 10:14:09,Conectividade OK via bastion,,
nc-webgui-hml02,172.20.14.189,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
nc-webgui-hml01,172.20.14.190,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
node-red-prd01,172.20.14.194,connected,251,2025-09-10 10:03:09,Conectividade OK via bastion,,
id-tncm-ps-prd01,172.20.14.204,failed,0,2025-09-10 00:57:09,Timeout na conexão,Verificar latência e ACLs,timeout
id-tncm-ps-prd02,172.20.14.205,connected,53,2025-09-10 18:20:09,Conectividade OK via bastion,,
id-tncm-cs-prd01,172.20.14.206,failed,0,2025-09-09 22:05:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
id-tncm-ws-prd01,172.20.14.207,connected,315,2025-09-10 08:54:09,Conectividade OK via bastion,,
id-tncm-ws-prd02,172.20.14.208,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
id-tncm-ws-prd03,172.20.14.209,connected,355,2025-09-10 17:56:09,Conectividade OK via bastion,,
id-tncm-ws-prd04,172.20.14.210,failed,0,2025-09-10 18:33:09,Timeout na conexão,Verificar latência e ACLs,timeout
id-portal-prd01_v1212,172.20.14.213,failed,0,2025-09-09 20:36:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
id-portal-prd02,172.20.14.214,failed,0,2025-09-09 22:00:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
id-tncm-ws-prd05,172.20.14.215,connected,142,2025-09-10 07:56:09,Conectividade OK via bastion,,
id-tncm-ws-prd06,172.20.14.216,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
id-nodered-prd01,172.20.14.218,connected,399,2025-09-10 11:38:09,Conectividade OK via bastion,,
id-itnm-prd03,172.20.14.219,connected,112,2025-09-10 18:30:09,Conectividade OK via bastion,,
ams-nokia-prd01,172.20.14.22,failed,0,2025-09-09 22:31:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
nc-itnm-prd01,172.20.14.220,failed,0,2025-09-10 07:52:09,Timeout na conexão,Verificar latência e ACLs,timeout
nc-itnm-prd02,172.20.14.221,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
nc-itnm-prd04,172.20.14.223,connected,239,2025-09-10 16:22:09,Conectividade OK via bastion,,
nc-itnm-prd05,172.20.14.224,connected,379,2025-09-10 14:37:09,Conectividade OK via bastion,,
nc-itnm-prd06,172.20.14.225,connected,204,2025-09-10 09:00:09,Conectividade OK via bastion,,
nc-itnm-prd07,172.20.14.226,connected,152,2025-09-10 17:48:09,Conectividade OK via bastion,,
secgtw-botcor-prd01.network.ctbc,172.20.14.228,failed,0,2025-09-10 01:48:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
servidor-topologia-digital-prd01,172.20.14.231,connected,102,2025-09-10 16:06:09,Conectividade OK via bastion,,
apm-app-prd01,172.20.14.232,connected,262,2025-09-10 15:59:09,Conectividade OK via bastion,,
nc-db2-prd02,172.20.14.233,failed,0,2025-09-09 23:05:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
nc-db2-prd01,172.20.14.234,failed,0,2025-09-10 09:41:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
nc-noi-prd02,172.20.14.235,connected,188,2025-09-10 12:46:09,Conectividade OK via bastion,,
nc-noi-prd01,172.20.14.236,connected,81,2025-09-10 16:40:09,Conectividade OK via bastion,,
nc-itnm-prd08,172.20.14.237,connected,137,2025-09-10 14:30:09,Conectividade OK via bastion,,
nc-itnm-prd09,172.20.14.238,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
nc-itnm-prd10,172.20.14.239,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
nc-itnm-prd11,172.20.14.240,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
nc-impact-prd02,172.20.14.241,failed,0,2025-09-10 14:15:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
nc-impact-prd01,172.20.14.242,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
nc-probes-prd02,172.20.14.243,connected,88,2025-09-10 17:36:09,Conectividade OK via bastion,,
nc-probes-prd01,172.20.14.244,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
nc-colb1-prd01,172.20.14.245,connected,274,2025-09-10 11:51:09,Conectividade OK via bastion,,
nc-colp1-prd01,172.20.14.246,connected,86,2025-09-10 19:08:09,Conectividade OK via bastion,,
nc-aggb1-prd01,172.20.14.247,connected,393,2025-09-10 08:13:09,Conectividade OK via bastion,,
nc-aggp1-prd01,172.20.14.248,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
nc-dis-prd01,172.20.14.250,connected,203,2025-09-10 14:56:09,Conectividade OK via bastion,,
nc-itnm-prd12,172.20.14.253,connected,251,2025-09-10 18:00:09,Conectividade OK via bastion,,
portalcorrelacoes,172.20.14.254,connected,325,2025-09-10 14:03:09,Conectividade OK via bastion,,
gw-123milhas-prd01,172.20.23.195,connected,387,2025-09-10 10:42:09,Conectividade OK via bastion,,
gw-123milhas-prd02,172.20.23.196,connected,203,2025-09-10 07:46:09,Conectividade OK via bastion,,
gw-123milhas-hml01,172.20.23.197,failed,0,2025-09-10 03:04:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
gw-123milhas-hml02,172.20.23.198,connected,328,2025-09-10 18:27:09,Conectividade OK via bastion,,
bedigpx01,172.20.27.251,connected,259,2025-09-10 14:03:09,Conectividade OK via bastion,,
blueplanetpx01,172.20.27.42,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
blueplanetpx02,172.20.27.43,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
apcem-poc01,172.20.38.10,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
apcem-hml01,172.20.38.11,connected,258,2025-09-10 18:15:09,Conectividade OK via bastion,,
monitoramento-ura-online-hml02,172.20.38.12,failed,0,2025-09-10 08:28:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
VM-IPTV-01,172.20.38.151,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
observion-sec_v267,172.20.38.227,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
zabbix-sec,172.20.38.229,connected,42,2025-09-10 09:37:09,Conectividade OK via bastion,,
ig-11,172.20.38.242,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
VM_ubiquiti_prd,172.20.4.8,failed,0,2025-09-10 18:56:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
LDAP-SDWAN-PRD02,172.20.46.12,failed,0,2025-09-10 17:53:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
zabbix-poller-tic-app02-desc,172.20.46.190,connected,142,2025-09-10 09:43:09,Conectividade OK via bastion,,
proxy-prd01,172.20.47.140,connected,153,2025-09-10 09:40:09,Conectividade OK via bastion,,
SSM-prd01,172.20.47.141,connected,300,2025-09-10 15:10:09,Conectividade OK via bastion,,
IP-track-relay-prd01,172.20.47.142,connected,341,2025-09-10 18:42:09,Conectividade OK via bastion,,
link-prd01,172.20.47.143,connected,342,2025-09-10 15:10:09,Conectividade OK via bastion,,
kafka-prd01,172.20.47.144,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
kafka-prd2,172.20.47.145,connected,358,2025-09-10 14:09:09,Conectividade OK via bastion,,
kafka-prd03,172.20.47.146,connected,250,2025-09-10 07:32:09,Conectividade OK via bastion,,
vertica-prd01-ext4,172.20.47.147,failed,0,2025-09-10 10:44:09,Timeout na conexão,Verificar latência e ACLs,timeout
vertica-prd02-ext4,172.20.47.148,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
vertica-prd03-ext4,172.20.47.149,connected,240,2025-09-10 17:15:09,Conectividade OK via bastion,,
sportal-prd01,172.20.47.150,connected,82,2025-09-10 09:55:09,Conectividade OK via bastion,,
app-portal-prd01,172.20.47.151,connected,337,2025-09-10 08:50:09,Conectividade OK via bastion,,
policy-manager-prd01_v76,172.20.47.152,failed,0,2025-09-10 03:28:09,Timeout na conexão,Verificar latência e ACLs,timeout
provisioning-server-prd01,172.20.47.153,connected,220,2025-09-10 07:57:09,Conectividade OK via bastion,,
vertica-prd04.network.ctbc,172.20.47.155,connected,190,2025-09-10 15:59:09,Conectividade OK via bastion,,
vertica-prd05.network.ctbc,172.20.47.156,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
vertica-prd06.network.ctbc,172.20.47.157,connected,56,2025-09-10 17:26:09,Conectividade OK via bastion,,
proxy-prd02,172.20.47.158,failed,0,2025-09-10 16:04:09,Timeout na conexão,Verificar latência e ACLs,timeout
api-protweb-prd01,172.20.47.180,connected,150,2025-09-10 08:24:09,Conectividade OK via bastion,,
pl5-eventos-prd02,172.20.5.12,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pl5-eventos-prd03,172.20.5.13,connected,281,2025-09-10 13:15:09,Conectividade OK via bastion,,
pl5-eventos-prd04,172.20.5.14,connected,280,2025-09-10 11:16:09,Conectividade OK via bastion,,
pl5-eventos-prd05,172.20.5.15,failed,0,2025-09-10 03:27:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
pl5-eventos-prd06,172.20.5.16,failed,0,2025-09-10 02:50:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
pl5-eventos-prd07,172.20.5.17,failed,0,2025-09-10 16:29:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
pl5-eventos-prd08,172.20.5.18,connected,204,2025-09-10 14:24:09,Conectividade OK via bastion,,
pl5-eventos-prd11,172.20.5.21,connected,255,2025-09-10 14:31:09,Conectividade OK via bastion,,
pl5-eventos-prd13,172.20.5.23,failed,0,2025-09-09 23:29:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
pl5-eventos-prd14,172.20.5.24,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
pl5-eventos-prd15,172.20.5.25,failed,0,2025-09-10 18:43:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
pl5-eventos-prd16,172.20.5.26,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
http-proxy-omni-prd02,172.20.50.228,failed,0,2025-09-10 14:05:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
citrus-app-omni-prd02,172.20.50.229,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
citrus-app-omni-prd01,172.20.50.230,connected,262,2025-09-10 17:50:09,Conectividade OK via bastion,,
citrus-app-omni-prd03,172.20.50.231,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
citrus-app-omni-prd04,172.20.50.232,connected,376,2025-09-10 19:00:09,Conectividade OK via bastion,,
citrus-bd-omni-prd01,172.20.50.233,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
citrus-bd-omni-prd02,172.20.50.234,failed,0,2025-09-10 08:14:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
app-omni-h01,172.20.50.240,connected,79,2025-09-10 14:14:09,Conectividade OK via bastion,,
aaa-moniot-prd01,172.20.52.10,connected,232,2025-09-10 07:30:09,Conectividade OK via bastion,,
aaa-moniot-prd02,172.20.52.11,connected,208,2025-09-10 13:28:09,Conectividade OK via bastion,,
aaa-moniot-prd03,172.20.52.12,connected,200,2025-09-10 10:25:09,Conectividade OK via bastion,,
aaa-moniot-prd04,172.20.52.13,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
mysql-moniot-prd01,172.20.52.14,connected,183,2025-09-10 19:08:09,Conectividade OK via bastion,,
mysql-moniot-prd02,172.20.52.15,connected,167,2025-09-10 13:38:09,Conectividade OK via bastion,,
mysql-moniot-prd03,172.20.52.16,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
mysql-moniot-prd04,172.20.52.17,failed,0,2025-09-09 21:03:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
stream-moniot-prd01,172.20.52.18,connected,142,2025-09-10 12:51:09,Conectividade OK via bastion,,
stream-moniot-prd02,172.20.52.19,connected,335,2025-09-10 18:39:09,Conectividade OK via bastion,,
stream-moniot-prd03,172.20.52.20,connected,110,2025-09-10 12:39:09,Conectividade OK via bastion,,
stream-moniot-prd04,172.20.52.21,connected,153,2025-09-10 12:39:09,Conectividade OK via bastion,,
stream-moniot-prd05,172.20.52.22,connected,233,2025-09-10 16:27:09,Conectividade OK via bastion,,
stream-moniot-prd06,172.20.52.23,connected,189,2025-09-10 18:53:09,Conectividade OK via bastion,,
consumers-moniot-prd01,172.20.52.24,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
consumers-moniot-prd02,172.20.52.25,connected,121,2025-09-10 11:01:09,Conectividade OK via bastion,,
consumers-moniot-prd04,172.20.52.27,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
consumers-moniot-prd05,172.20.52.28,failed,0,2025-09-10 19:08:09,Falha desconhecida,Executar diagnóstico manual,unknown
consumers-moniot-prd06,172.20.52.29,connected,140,2025-09-10 16:16:09,Conectividade OK via bastion,,
consumers-moniot-prd07,172.20.52.30,failed,0,2025-09-10 10:46:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
consumers-moniot-prd08,172.20.52.31,connected,176,2025-09-10 08:17:09,Conectividade OK via bastion,,
api-moniot-prd01,172.20.52.32,connected,66,2025-09-10 18:51:09,Conectividade OK via bastion,,
api-moniot-prd02,172.20.52.33,connected,227,2025-09-10 12:12:09,Conectividade OK via bastion,,
mysqla1-moniot-prd01,172.20.52.34,connected,118,2025-09-10 17:13:09,Conectividade OK via bastion,,
mysqla2-moniot-prd02,172.20.52.35,failed,0,2025-09-10 17:56:09,Timeout na conexão,Verificar latência e ACLs,timeout
stream-moniot-prd07,172.20.52.36,connected,87,2025-09-10 09:44:09,Conectividade OK via bastion,,
mysqla2-moniot-prd03,172.20.52.37,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
logs-moniot-prd01,172.20.52.39,connected,317,2025-09-10 17:23:09,Conectividade OK via bastion,,
mgmt-moniot-prd01,172.20.52.40,connected,67,2025-09-10 11:11:09,Conectividade OK via bastion,,
metrics-moniot-prd01,172.20.52.41,connected,158,2025-09-10 10:43:09,Conectividade OK via bastion,,
beatch-moniot-p1,172.20.52.42,connected,46,2025-09-10 10:34:09,Conectividade OK via bastion,,
beatch-moniot-p2,172.20.52.43,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
mongo-moniot-prd01,172.20.52.44,connected,383,2025-09-10 16:30:09,Conectividade OK via bastion,,
mongo-moniot-prd02,172.20.52.45,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
mongo-moniot-prd03,172.20.52.46,connected,214,2025-09-10 14:23:09,Conectividade OK via bastion,,
mongo-moniot-prd04,172.20.52.47,connected,394,2025-09-10 08:26:09,Conectividade OK via bastion,,
mgmt-moniot-hml01,172.20.53.13,failed,0,2025-09-10 08:16:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
mysql-moniot-hml01,172.20.53.14,connected,293,2025-09-10 17:41:09,Conectividade OK via bastion,,
stream-moniot-hml01-NEW,172.20.53.16,connected,250,2025-09-10 16:44:09,Conectividade OK via bastion,,
stream-moniot-hml02,172.20.53.17,failed,0,2025-09-09 20:52:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
api-portal-hom-iot,172.20.53.21,failed,0,2025-09-09 20:11:09,Timeout na conexão,Verificar latência e ACLs,timeout
api-02-portal-hom-iot,172.20.53.22,connected,121,2025-09-10 19:09:09,Conectividade OK via bastion,,
ms-01-portal-hom-iot,172.20.53.23,connected,78,2025-09-10 15:08:09,Conectividade OK via bastion,,
ms-02-portal-hom-iot,172.20.53.24,failed,0,2025-09-10 01:27:09,Timeout na conexão,Verificar latência e ACLs,timeout
lb-api-hom-iot,172.20.53.25,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
couchbase-soa-prd01,172.20.56.10,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
couchbase-soa-prd02,172.20.56.11,connected,243,2025-09-10 17:31:09,Conectividade OK via bastion,,
edb-soa-prd01,172.20.56.12,connected,326,2025-09-10 11:37:09,Conectividade OK via bastion,,
edb-soa-prd02,172.20.56.13,failed,0,2025-09-10 01:42:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
ebd-pem-soa-prd01,172.20.56.14,connected,130,2025-09-10 10:59:09,Conectividade OK via bastion,,
ebd-pem-soa-prd02,172.20.56.15,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
ntrp-soa-p01,172.20.56.16,connected,322,2025-09-10 19:09:09,Conectividade OK via bastion,,
couchbase2-soa-prd01,172.20.56.18,connected,284,2025-09-10 08:39:09,Conectividade OK via bastion,,
couchbase3-soa-prd01,172.20.56.19,failed,0,2025-09-09 21:57:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
couchbase2-soa-prd02,172.20.56.20,connected,48,2025-09-10 13:53:09,Conectividade OK via bastion,,
couchbase3-soa-prd02,172.20.56.21,connected,285,2025-09-10 15:06:09,Conectividade OK via bastion,,
monitoramento-ura-online,172.20.57.146,failed,0,2025-09-10 10:07:09,Timeout na conexão,Verificar latência e ACLs,timeout
monitoramento-ura-online-prd02,172.20.57.147,failed,0,2025-09-10 04:21:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
oasrpx01,172.20.62.142,connected,218,2025-09-10 17:02:09,Conectividade OK via bastion,,
vigiapx01,172.20.64.125,connected,200,2025-09-10 14:12:09,Conectividade OK via bastion,,
zbxprxticcl,172.20.9.143,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
zabbixdbhomo,172.20.9.145,connected,222,2025-09-10 12:41:09,Conectividade OK via bastion,,
zabbix-ondemand-hml01,172.20.9.150,connected,150,2025-09-10 13:44:09,Conectividade OK via bastion,,
zabbix-report-server-hml01,172.20.9.152,connected,212,2025-09-10 07:54:09,Conectividade OK via bastion,,
server-trace-piag-prd09,172.24.158.25,failed,0,2025-09-10 12:04:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
server-trace-fac,172.25.0.117,connected,304,2025-09-10 11:09:09,Conectividade OK via bastion,,
velocidade-spo,172.25.176.80,failed,0,2025-09-10 18:55:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
pl-sdp-v4-app-10,172.25.179.139,connected,102,2025-09-10 08:19:09,Conectividade OK via bastion,,
PL4-IVR-SDP-MOB-7,172.25.179.164,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
pv4-camp-kannel-2,172.25.179.184,connected,169,2025-09-10 09:14:09,Conectividade OK via bastion,,
pv4-camp-mob-1,172.25.179.185,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pv4-camp-mob-2,172.25.179.186,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
pv4-camp-wfly-1,172.25.179.187,failed,0,2025-09-10 00:46:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
pv4-camp-wfly-2,172.25.179.188,connected,371,2025-09-10 09:22:09,Conectividade OK via bastion,,
pv4-camp-adm-1,172.25.179.189,connected,72,2025-09-10 13:19:09,Conectividade OK via bastion,,
pl-sdp-v4-soa-ati-1,172.25.179.190,connected,396,2025-09-10 13:10:09,Conectividade OK via bastion,,
pl-GRAV-SERV-4,172.25.179.218,connected,397,2025-09-10 10:26:09,Conectividade OK via bastion,,
pl-GRAV-SERV-5,172.25.179.219,connected,95,2025-09-10 11:46:09,Conectividade OK via bastion,,
pl-GRAV-SERV-6,172.25.179.220,connected,178,2025-09-10 09:13:09,Conectividade OK via bastion,,
pl4-log-indexer-2,172.25.179.242,connected,391,2025-09-10 17:02:09,Conectividade OK via bastion,,
pl4-log-kibana-1,172.25.179.243,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
PL4-NV-MOB-9,172.25.179.244,connected,310,2025-09-10 11:13:09,Conectividade OK via bastion,,
PL4-NV-MOB-10,172.25.179.245,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
PL4-NV-MOB-11,172.25.179.246,connected,209,2025-09-10 13:28:09,Conectividade OK via bastion,,
PL4-NV-MOB-12,172.25.179.247,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
PL4-NV-MOB-13,172.25.179.248,connected,259,2025-09-10 08:06:09,Conectividade OK via bastion,,
PL4-NV-APP-5,172.25.179.249,failed,0,2025-09-10 15:23:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
PL4-NV-APP-6,172.25.179.250,connected,110,2025-09-10 16:50:09,Conectividade OK via bastion,,
smsc2-worker-hml-1,172.25.208.126,connected,287,2025-09-10 17:11:09,Conectividade OK via bastion,,
smsc2-worker-hml-2,172.25.208.127,failed,0,2025-09-09 21:38:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
smsc2-receiver-hml01,172.25.208.128,connected,204,2025-09-10 09:00:09,Conectividade OK via bastion,,
smsc2-receiver-hml02,172.25.208.129,connected,153,2025-09-10 17:17:09,Conectividade OK via bastion,,
smsc2-smpp-hml01,172.25.208.130,connected,137,2025-09-10 18:23:09,Conectividade OK via bastion,,
smsc2-smpp-hml02,172.25.208.131,connected,391,2025-09-10 17:19:09,Conectividade OK via bastion,,
smsc2-map-hml01,172.25.208.132,connected,181,2025-09-10 13:35:09,Conectividade OK via bastion,,
smsc2-map-hml02,172.25.208.133,connected,118,2025-09-10 07:30:09,Conectividade OK via bastion,,
smsc2-data-server-hml01,172.25.208.134,connected,219,2025-09-10 17:01:09,Conectividade OK via bastion,,
smsc2-proxy-hml01,172.25.208.135,connected,201,2025-09-10 09:44:09,Conectividade OK via bastion,,
smsc2-proxy-hml02,172.25.208.136,connected,144,2025-09-10 10:43:09,Conectividade OK via bastion,,
smsc2-broker-hml01-ora,172.25.208.137,connected,109,2025-09-10 08:08:09,Conectividade OK via bastion,,
smsc2-services-hml01,172.25.208.138,connected,227,2025-09-10 15:57:09,Conectividade OK via bastion,,
smsc2-services-hml02,172.25.208.139,connected,178,2025-09-10 16:43:09,Conectividade OK via bastion,,
smsc2-services-01,172.25.208.142,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
smsc2-services-02,172.25.208.143,failed,0,2025-09-10 10:38:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
smsc2-services-03,172.25.208.144,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
smsc2-services-04,172.25.208.145,connected,370,2025-09-10 17:10:09,Conectividade OK via bastion,,
smsc2-core-receiver-01,172.25.208.158,connected,236,2025-09-10 13:19:09,Conectividade OK via bastion,,
smsc2-core-receiver-02,172.25.208.159,failed,0,2025-09-10 19:04:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
smsc2-core-receiver-03,172.25.208.160,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
smsc2-core-receiver-04,172.25.208.161,connected,328,2025-09-10 19:08:09,Conectividade OK via bastion,,
smsc2-core-receiver-05,172.25.208.162,connected,45,2025-09-10 07:47:09,Conectividade OK via bastion,,
smsc2-core-receiver-06,172.25.208.163,connected,330,2025-09-10 10:45:09,Conectividade OK via bastion,,
