hostname,ip_address,status,error,collected_at,os_family,distro_id,distro_pretty_name,distro_version_id,kernel,init_system,services_running_count,services_sample,pkg_manager,pkg_count,pkg_sample,python_installed,python_version,zabbix_agent_installed,zabbix_agent_version,qualys_agent_installed,qualys_agent_version
sgp02,10.32.10.53,ok,,2025-09-11 07:40:20,linux,rhel,Red Hat Enterprise Linux 8.9 (Ootpa),8.9,4.18.0-513.9.1.el8_9.x86_64,systemd,46,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;certmonger.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;jboss_instancia1.service;jboss_instancia2.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;logstash.service;mcelog.service;NetworkManager.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,1299,GConf2;HdrHistogram_c;ModemManager-glib;NetworkManager;NetworkManager-config-server;NetworkManager-initscripts-updown;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adcli;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf,yes,3.6.8,yes,6.0.23,yes,7.2.0
ctbcapp01,10.51.11.20,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.45.1.el7.x86_64,systemd,25,atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;polkit.service;qualys-cloud-agent.service;rpcbind.service;rsyslog.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,738,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;at;atk;atop;audit;audit-libs;augeas-libs,yes,2.7.5,yes,5.0.0,yes,7.2.0
grv-prd-app01,10.51.10.61,ok,,2025-09-11 07:40:22,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1062.12.1.el7.x86_64,systemd,35,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpcbind.service;rsyslog.service;sendmail.service;smartd.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service,rpm,1008,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,no,,yes,7.2.0
jbossas01,10.32.15.121,ok,,2025-09-11 07:40:20,linux,rhel,Red Hat Enterprise Linux 8.9 (Ootpa),8.9,4.18.0-513.9.1.el8_9.x86_64,systemd,43,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;chronyd.service;crond.service;dbus.service;firewalld.service;getty@tty1.service;gssproxy.service;irqbalance.service;jboss.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;NetworkManager.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,1297,GConf2;HdrHistogram_c;ModemManager-glib;NetworkManager;NetworkManager-config-server;NetworkManager-initscripts-updown;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adcli;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf,yes,3.6.8,yes,6.0.23,yes,7.2.0
algarbff-prd-app03,10.51.104.164,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.36.2.el7.x86_64,systemd,27,auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;logstash.service;lvm2-lvmetad.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;postfix.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,448,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;acl;aic94xx-firmware;algar-bff-app;alsa-firmware;alsa-lib;alsa-tools-firmware;audit;audit-libs;augeas-libs;authconfig;autofs;autogen-libopts;avahi-libs;basesystem;bash;bc;bind-export-libs;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname;btrfs-progs,yes,2.7.5,yes,3.0.32,yes,7.2.0
algar-contact-prd01.tenant0008,10.51.124.132,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1127.19.1.el7.x86_64,systemd,42,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;logstash.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;tomcat.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,955,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,4.4.4,yes,7.2.0
cdsprd01,10.11.135.175,ok,,2025-09-11 07:40:19,linux,rhel,Red Hat Enterprise Linux 8.9 (Ootpa),8.9,4.18.0-513.9.1.el8_9.x86_64,systemd,44,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;archiva.service;atd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;netbackup.service;NetworkManager.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;svnwebclient.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,1311,GConf2;HdrHistogram_c;ModemManager-glib;NetworkManager;NetworkManager-config-server;NetworkManager-initscripts-updown;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbpck;VRTSpbx;VRTSpddea;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui,yes,3.6.8,yes,6.0.23,yes,7.2.0
cloud-mediacao,10.51.123.200,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-862.3.2.el7.x86_64,systemd,34,abrt-oops.service;abrtd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;nrpe.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,965,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme,yes,2.7.5,yes,5.0.0,yes,7.2.0
algar-contact-prd02.tenant0008,10.51.124.133,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1127.19.1.el7.x86_64,systemd,41,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;logstash.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;tomcat.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,955,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,5.0.15,yes,7.2.0
tf-jenkins-crm-prd01,10.51.125.134,ok,,2025-09-11 07:40:24,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.21.1.el7.x86_64,systemd,30,auditd.service;containerd.service;crond.service;dbus.service;docker.service;getty@tty1.service;gssproxy.service;irqbalance.service;jenkins.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;NetworkManager.service;oddjobd.service;polkit.service;postfix.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,553,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;atk;audit;audit-libs;audit-libs-python;authconfig;autofs;autogen-libopts;avahi-libs;basesystem;bash;bc;bind-export-libs;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname;btrfs-progs,yes,2.7.5,yes,5.0.15,yes,7.2.0
frontend-sinfra-hml01,10.51.12.203,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1127.el7.x86_64,systemd,39,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpc-statd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,965,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,5.0.5,yes,7.2.0
blazon-adapter-prd02,10.51.127.151,ok,,2025-09-11 07:40:26,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.83.1.el7.x86_64,systemd,42,atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;logstash.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;objectel-resource-adapter.service;oddjobd.service;office365-resource-adapter.service;osm-resource-adapter.service;people-resource-adapter.service;polkit.service;qualys-cloud-agent.service;recupera-resource-adapter.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;siebel-resource-adapter.service;sin-resource-adapter.service;sm-client.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;telecom-ldap-resource-adapter.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,0,,yes,2.7.5,yes,5.0.15,yes,package qualys-cloud-agent is not installed
acronis-isilon-stg01,10.51.127.199,not_tested,filtered_by_connectivity_csv,2025-09-11 07:40:26,,,,,,,,,,,,,,,,,
algar-contact-hom02,10.51.124.131,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1127.19.1.el7.x86_64,systemd,39,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,954,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,5.0.15,yes,7.2.0
follow-tech-prd01,10.51.12.40,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.59.1.el7.x86_64,systemd,40,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,970,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,5.0.0,yes,7.2.0
mailing-hom-app01.tenant0008,10.51.124.135,ok,,2025-09-11 07:40:24,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1127.19.1.el7.x86_64,systemd,40,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,954,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,5.0.20,yes,7.2.0
mailing-prd-app01.tenant0008,10.51.124.136,ok,,2025-09-11 07:40:24,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1127.19.1.el7.x86_64,systemd,40,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;firewalld.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,954,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,5.0.20,yes,7.2.0
blazon-adm-console-prd01,10.51.127.131,ok,,2025-09-11 07:40:25,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.83.1.el7.x86_64,systemd,34,atd.service;auditd.service;blazon-admin-console.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,728,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;at;atk;audit;audit-libs;authconfig;autofs;autogen-libopts;avahi-libs,yes,2.7.5,yes,5.0.20,yes,7.2.0
algar-contact-hom01.tenant0008,10.51.124.130,ok,,2025-09-11 07:40:23,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1127.19.1.el7.x86_64,systemd,39,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sendmail.service;sm-client.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,954,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adobe-mappings-cmap,yes,2.7.5,yes,5.0.15,yes,7.2.0
tic-building-blocks-prd01,10.51.126.136,ok,,2025-09-11 07:40:25,linux,centos,CentOS Linux 7 (Core),7,3.10.0-862.3.2.el7.x86_64,systemd,34,abrt-oops.service;abrtd.service;algar-orchestration.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpc-gssd.service;rpcbind.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,928,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme,yes,2.7.5,yes,5.0.15,yes,6.3.0
elk-qualidade-prd02,10.51.126.4,ok,,2025-09-11 07:40:25,linux,centos,CentOS Linux 7 (Core),7,3.10.0-862.3.2.el7.x86_64,systemd,37,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;logstash.service;lvm2-lvmetad.service;mcelog.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,929,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme,yes,2.7.5,yes,5.0.15,yes,7.2.0
